Strategy,ExecutionTime,AvgGPUUtil,AvgMemUtil,AvgPower,MaxPower,AvgTemp,AvgSMClock,AvgMemClock,MemoryUsedMB
0,iterations),62.7273,2.90909,67.9891, 94.33 W,48.7273,1333.64,4475.18,0.1962
2,iterations),62.7273,2.90909,69.1745, 95.43 W,52.8182,1330.91,4512,0.1962
3,iterations),63.1818,3,69.4464, 95.53 W,54.0909,1330.91,4512,0.196733
4,iterations),62.7273,2.90909,71.0282, 97.44 W,54.7273,1330.91,4512,0.1962
5,iterations),63.1818,3,68.6691, 94.38 W,54.8182,1321.36,4512,0.1962
6,iterations),62.7273,2.90909,68.5845, 94.46 W,54.8182,1321.36,4512,0.1962
7,iterations),62.7273,2.90909,68.5118, 94.23 W,55.0909,1321.36,4512,0.1962
8,iterations),63.1818,3,68.7564, 94.38 W,55.5455,1321.36,4512,0.1962
9,iterations),62.7273,2.90909,68.6191, 94.28 W,55.6364,1321.36,4512,0.1962
