timestamp,kernel,power_watts,utilization,sm_clock,mem_clock,temperature,pstate,basic_prediction,basic_error,basic_abs_error,clock_ratio,f_cubed_normalized,util_x_clock,dvfs_prediction,dvfs_error,dvfs_abs_error
2.384185791015625e-07,None,15.64,0.0,300.0,405.0,40.0,P8,22.37139452009724,-6.73139452009724,6.73139452009724,0.15384615384615385,0.3641329085116068,0.0,-325.1669809007385,340.8069809007385,340.8069809007385
0.3450450897216797,None,16.56,0.0,300.0,405.0,40.0,P8,22.37139452009724,-5.811394520097242,5.811394520097242,0.15384615384615385,0.3641329085116068,0.0,-325.1669809007385,341.7269809007385,341.7269809007385
0.5599825382232666,None,15.31,0.0,300.0,405.0,40.0,P8,22.37139452009724,-7.06139452009724,7.06139452009724,0.15384615384615385,0.3641329085116068,0.0,-325.1669809007385,340.4769809007385,340.4769809007385
0.7737829685211182,None,15.18,0.0,300.0,405.0,40.0,P8,22.37139452009724,-7.191394520097241,7.191394520097241,0.15384615384615385,0.3641329085116068,0.0,-325.1669809007385,340.3469809007385,340.3469809007385
0.9888234138488771,None,15.6,0.0,300.0,405.0,40.0,P8,22.37139452009724,-6.771394520097241,6.771394520097241,0.15384615384615385,0.3641329085116068,0.0,-325.1669809007385,340.76698090073853,340.76698090073853
1.2037692070007324,None,16.14,0.0,300.0,405.0,40.0,P8,22.37139452009724,-6.23139452009724,6.23139452009724,0.15384615384615385,0.3641329085116068,0.0,-325.1669809007385,341.3069809007385,341.3069809007385
1.4180445671081543,None,16.24,0.0,300.0,405.0,40.0,P8,22.37139452009724,-6.131394520097242,6.131394520097242,0.15384615384615385,0.3641329085116068,0.0,-325.1669809007385,341.4069809007385,341.4069809007385
1.6319949626922607,None,16.41,0.0,300.0,405.0,40.0,P8,22.37139452009724,-5.96139452009724,5.96139452009724,0.15384615384615385,0.3641329085116068,0.0,-325.1669809007385,341.57698090073853,341.57698090073853
1.8455264568328855,Strategy9,16.81,0.0,300.0,405.0,40.0,P8,22.37139452009724,-5.561394520097242,5.561394520097242,0.15384615384615385,0.3641329085116068,0.0,-325.1669809007385,341.9769809007385,341.9769809007385
2.059558629989624,Strategy9,15.25,0.0,300.0,405.0,40.0,P8,22.37139452009724,-7.12139452009724,7.12139452009724,0.15384615384615385,0.3641329085116068,0.0,-325.1669809007385,340.4169809007385,340.4169809007385
2.272381067276001,Strategy9,14.83,0.0,300.0,405.0,40.0,P8,22.37139452009724,-7.54139452009724,7.54139452009724,0.15384615384615385,0.3641329085116068,0.0,-325.1669809007385,339.9969809007385,339.9969809007385
2.4889883995056152,Strategy9,15.07,0.0,300.0,405.0,40.0,P8,22.37139452009724,-7.30139452009724,7.30139452009724,0.15384615384615385,0.3641329085116068,0.0,-325.1669809007385,340.2369809007385,340.2369809007385
2.702364444732666,Strategy9,15.47,0.0,300.0,405.0,40.0,P8,22.37139452009724,-6.90139452009724,6.90139452009724,0.15384615384615385,0.3641329085116068,0.0,-325.1669809007385,340.63698090073854,340.63698090073854
2.9155678749084477,Strategy9,15.79,0.0,300.0,405.0,40.0,P8,22.37139452009724,-6.581394520097241,6.581394520097241,0.15384615384615385,0.3641329085116068,0.0,-325.1669809007385,340.95698090073853,340.95698090073853
3.1292819976806636,Strategy9,16.37,0.0,300.0,405.0,40.0,P8,22.37139452009724,-6.001394520097239,6.001394520097239,0.15384615384615385,0.3641329085116068,0.0,-325.1669809007385,341.5369809007385,341.5369809007385
