timestamp,kernel,power_watts,utilization,sm_clock,mem_clock,temperature,pstate,memory_utilization,memory_used_MiB,memory_total_MiB,memory_free_MiB,memory_bandwidth_pct
4.76837158203125e-07,None,16.88,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
0.3042562007904053,None,17.22,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
0.5567295551300049,None,18.08,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
0.8152120113372803,None,18.61,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
1.0689868927001953,None,19.08,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
1.3222920894622803,None,18.12,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
1.5746586322784424,None,18.98,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
1.8277006149291992,None,17.68,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
2.080740451812744,Baseline,14.84,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
2.333352565765381,Baseline,16.3,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
2.587299346923828,Baseline,15.06,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
2.8392019271850586,Baseline,16.5,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
3.096900463104248,Baseline,14.71,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
3.3490822315216064,Baseline,16.07,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
3.6029131412506104,Baseline,14.75,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
3.853994131088257,Baseline,16.39,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
4.108831405639648,Baseline,15.1,0.0,300.0,405.0,39.0,P8,0.0,101.0,8192.0,7687.0,0.0
4.362805128097534,Baseline,16.67,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
4.617098808288574,Baseline,15.49,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
4.871096849441528,Baseline,16.46,0.0,300.0,405.0,39.0,P8,0.0,101.0,8192.0,7687.0,0.0
5.125106334686279,Baseline,15.53,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
5.378048419952393,Baseline,16.7,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
5.631877422332764,Baseline,16.04,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
5.884981632232666,Baseline,15.0,0.0,300.0,405.0,39.0,P8,0.0,101.0,8192.0,7687.0,0.0
6.140089511871338,Baseline,16.28,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
6.391095161437988,Baseline,15.93,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
6.642799377441406,Baseline,16.5,0.0,300.0,405.0,39.0,P8,0.0,101.0,8192.0,7687.0,0.0
6.897355794906616,Baseline,14.57,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
7.158067941665649,Baseline,16.14,0.0,300.0,405.0,39.0,P8,0.0,101.0,8192.0,7687.0,0.0
7.416050434112549,Baseline,14.9,0.0,300.0,405.0,39.0,P8,0.0,101.0,8192.0,7687.0,0.0
7.677443265914917,Baseline,16.42,0.0,300.0,405.0,39.0,P8,0.0,101.0,8192.0,7687.0,0.0
7.9312262535095215,Baseline,15.77,0.0,300.0,405.0,39.0,P8,0.0,101.0,8192.0,7687.0,0.0
8.183191061019897,Baseline,16.62,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
8.437983989715576,Baseline,15.77,0.0,300.0,405.0,39.0,P8,0.0,101.0,8192.0,7687.0,0.0
8.692129373550415,Baseline,14.93,0.0,300.0,405.0,39.0,P8,0.0,101.0,8192.0,7687.0,0.0
8.946566343307495,Baseline,15.89,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
9.200179100036621,Baseline,15.45,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
9.453859329223633,Baseline,16.64,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
9.707798957824707,Baseline,14.89,0.0,300.0,405.0,39.0,P8,0.0,101.0,8192.0,7687.0,0.0
9.960768222808838,Baseline,16.57,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
10.217129230499268,Baseline,15.57,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
10.47108793258667,Baseline,16.65,0.0,300.0,405.0,39.0,P8,0.0,101.0,8192.0,7687.0,0.0
10.728228330612183,Baseline,15.33,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
10.980637073516846,Baseline,16.47,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
11.233960390090942,Baseline,15.71,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
11.49046277999878,Baseline,16.71,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
11.743916511535645,Baseline,15.66,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
11.99808645248413,Baseline,15.23,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
12.25005030632019,Baseline,16.28,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
12.503735780715942,Baseline,14.98,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
12.756312370300293,Baseline,16.22,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
13.010054111480713,Baseline,15.14,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
13.262338876724243,Baseline,16.52,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
13.514086484909058,Baseline,15.06,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
13.779850721359253,Baseline,16.76,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
14.034219026565552,Baseline,15.9,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
14.300781726837158,Baseline,17.58,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
14.553184986114502,Baseline,16.72,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
14.807143688201904,Baseline,16.0,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
15.059174060821533,Baseline,17.15,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
15.314084768295288,Baseline,16.5,0.0,300.0,405.0,40.0,P8,0.0,101.0,8192.0,7687.0,0.0
