timestamp,kernel,power_watts,utilization,sm_clock,mem_clock,temperature,pstate,basic_prediction,basic_error,basic_abs_error,clock_ratio,f_cubed_normalized,util_x_clock,dvfs_prediction,dvfs_error,dvfs_abs_error,hybrid_prediction,hybrid_error,hybrid_abs_error
4.76837158203125e-07,None,15.48,0.0,300.0,405.0,39.0,P8,22.37139452009724,-6.89139452009724,6.89139452009724,0.15,0.033749999999999995,0.0,17.5,-2.0199999999999996,2.0199999999999996,22.37139452009724,-6.89139452009724,6.89139452009724
0.2655806541442871,None,15.83,0.0,300.0,405.0,39.0,P8,22.37139452009724,-6.54139452009724,6.54139452009724,0.15,0.033749999999999995,0.0,17.5,-1.67,1.67,22.37139452009724,-6.54139452009724,6.54139452009724
0.5030329227447511,None,16.75,0.0,300.0,405.0,39.0,P8,22.37139452009724,-5.62139452009724,5.62139452009724,0.15,0.033749999999999995,0.0,17.5,-0.75,0.75,22.37139452009724,-5.62139452009724,5.62139452009724
0.7176783084869385,None,16.35,0.0,300.0,405.0,39.0,P8,22.37139452009724,-6.021394520097239,6.021394520097239,0.15,0.033749999999999995,0.0,17.5,-1.1499999999999986,1.1499999999999986,22.37139452009724,-6.021394520097239,6.021394520097239
0.9357080459594728,None,15.57,0.0,300.0,405.0,39.0,P8,22.37139452009724,-6.80139452009724,6.80139452009724,0.15,0.033749999999999995,0.0,17.5,-1.9299999999999997,1.9299999999999997,22.37139452009724,-6.80139452009724,6.80139452009724
1.159480333328247,None,15.79,0.0,300.0,405.0,39.0,P8,22.37139452009724,-6.581394520097241,6.581394520097241,0.15,0.033749999999999995,0.0,17.5,-1.7100000000000009,1.7100000000000009,22.37139452009724,-6.581394520097241,6.581394520097241
1.3713369369506836,None,16.15,0.0,300.0,405.0,39.0,P8,22.37139452009724,-6.221394520097242,6.221394520097242,0.15,0.033749999999999995,0.0,17.5,-1.3500000000000014,1.3500000000000014,22.37139452009724,-6.221394520097242,6.221394520097242
1.5956206321716309,None,16.94,0.0,300.0,405.0,39.0,P8,22.37139452009724,-5.431394520097239,5.431394520097239,0.15,0.033749999999999995,0.0,17.5,-0.5599999999999987,0.5599999999999987,22.37139452009724,-5.431394520097239,5.431394520097239
1.808147668838501,None,16.79,0.0,300.0,405.0,39.0,P8,22.37139452009724,-5.581394520097241,5.581394520097241,0.15,0.033749999999999995,0.0,17.5,-0.7100000000000009,0.7100000000000009,22.37139452009724,-5.581394520097241,5.581394520097241
2.0341963768005367,All,15.29,0.0,300.0,405.0,39.0,P8,22.37139452009724,-7.081394520097241,7.081394520097241,0.15,0.033749999999999995,0.0,17.5,-2.210000000000001,2.210000000000001,22.37139452009724,-7.081394520097241,7.081394520097241
2.246408700942993,All,14.66,0.0,300.0,405.0,39.0,P8,22.37139452009724,-7.71139452009724,7.71139452009724,0.15,0.033749999999999995,0.0,17.5,-2.84,2.84,22.37139452009724,-7.71139452009724,7.71139452009724
2.4576802253723145,All,15.16,0.0,1470.0,7000.0,40.0,P0,22.37139452009724,-7.21139452009724,7.21139452009724,0.735,3.97065375,0.0,46.75,-31.59,31.59,46.75,-31.59,31.59
2.734522581100464,All,54.19,0.0,1470.0,6801.0,41.0,P2,22.37139452009724,31.818605479902757,31.818605479902757,0.735,3.97065375,0.0,46.75,7.439999999999998,7.439999999999998,46.75,7.439999999999998,7.439999999999998
2.9363985061645512,All,83.88,13.0,1950.0,6801.0,44.0,P2,44.80654713069332,39.07345286930668,39.07345286930668,0.975,9.268593749999999,25350.0,65.25,18.629999999999995,18.629999999999995,65.25,18.629999999999995,18.629999999999995
3.1354212760925293,All,115.62,13.0,1935.0,6801.0,45.0,P2,44.80654713069332,70.81345286930669,70.81345286930669,0.9675,9.05634421875,25155.0,64.875,50.745000000000005,50.745000000000005,64.875,50.745000000000005,50.745000000000005
3.3640618324279785,All,114.53,13.0,1935.0,6801.0,46.0,P2,44.80654713069332,69.72345286930668,69.72345286930668,0.9675,9.05634421875,25155.0,64.875,49.655,49.655,64.875,49.655,49.655
3.567420482635498,All,115.31,13.0,1935.0,6801.0,46.0,P2,44.80654713069332,70.50345286930668,70.50345286930668,0.9675,9.05634421875,25155.0,64.875,50.435,50.435,64.875,50.435,50.435
3.76855206489563,All,115.28,13.0,1935.0,6801.0,46.0,P2,44.80654713069332,70.47345286930668,70.47345286930668,0.9675,9.05634421875,25155.0,64.875,50.405,50.405,64.875,50.405,50.405
3.969010353088379,All,116.6,100.0,1935.0,6801.0,46.0,P2,194.9494915246824,-78.3494915246824,78.3494915246824,0.9675,9.05634421875,193500.0,108.375,8.224999999999994,8.224999999999994,108.375,8.224999999999994,8.224999999999994
