timestamp,kernel,power_watts,utilization,sm_clock,mem_clock,temperature,pstate,memory_utilization,memory_used_MiB,memory_total_MiB,memory_free_MiB,memory_bandwidth_pct
4.76837158203125e-07,None,15.12,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
0.30257678031921387,None,15.2,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
0.5808432102203369,None,15.18,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
0.8367948532104492,None,16.37,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
1.0916063785552979,None,15.14,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
1.3450980186462402,None,16.47,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
1.5961966514587402,None,15.39,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
1.8507201671600342,Baseline,16.75,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
2.1059114933013916,Baseline,15.61,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
2.3631107807159424,Baseline,16.88,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
2.6269659996032715,Baseline,16.1,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
2.879974603652954,Baseline,15.79,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
3.13496994972229,Baseline,16.06,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
3.3877341747283936,Baseline,14.77,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
3.6431567668914795,Baseline,16.02,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
3.897087335586548,Baseline,15.32,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
4.150241136550903,Baseline,16.57,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
4.41485857963562,Baseline,15.65,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
4.669767141342163,Baseline,16.79,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
4.9266676902771,Baseline,16.29,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
5.1828577518463135,Baseline,17.22,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
5.437469720840454,Baseline,15.81,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
5.688962936401367,Baseline,14.94,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
5.941894769668579,Baseline,16.15,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
6.2086567878723145,Baseline,15.07,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
6.4628586769104,Baseline,16.67,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
6.71746563911438,Baseline,15.68,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
6.970684766769409,Baseline,16.83,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
7.229159832000732,Baseline,15.91,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
7.483672380447388,Baseline,17.16,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
7.736015319824219,Baseline,16.2,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
7.989672660827637,Baseline,17.3,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
8.244399070739746,Baseline,16.39,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
8.497815608978271,Baseline,15.49,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
8.753071308135986,Baseline,16.26,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
9.006702899932861,Baseline,16.02,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
9.263342380523682,Baseline,16.17,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
9.517125606536865,Baseline,15.36,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
9.770394325256348,Baseline,16.85,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
10.024971961975098,Baseline,16.41,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
10.28085732460022,Baseline,17.11,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
10.534222841262817,Baseline,15.79,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
10.787899732589722,Baseline,16.9,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
11.041986465454102,Baseline,16.42,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
11.297379970550537,Baseline,17.17,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
11.550619840621948,Baseline,16.25,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
11.804534196853638,Baseline,15.17,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
12.058882474899292,Baseline,16.48,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
12.318867444992065,Baseline,14.64,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
12.57163953781128,Baseline,16.32,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
12.825790166854858,Baseline,15.04,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
13.081164598464966,Baseline,16.61,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
13.337140321731567,Baseline,15.6,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
13.588997602462769,Baseline,16.61,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
13.842930793762207,Baseline,15.28,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
14.095104694366455,Baseline,16.7,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
14.34867262840271,Baseline,15.84,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
14.601968050003052,Baseline,16.91,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
14.853877782821655,Baseline,15.91,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
15.107093334197998,Baseline,17.34,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
15.363566160202026,Baseline,15.63,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
15.619769811630249,Baseline,15.04,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
15.873472690582275,Baseline,17.69,0.0,1470.0,7000.0,41.0,P2,0.0,259.0,8192.0,7530.0,0.0
16.16866159439087,Baseline,50.23,4.0,1470.0,7000.0,42.0,P0,0.0,102.0,8192.0,7686.0,0.0
16.390966653823853,Baseline,48.1,4.0,1470.0,7000.0,42.0,P0,0.0,102.0,8192.0,7686.0,0.0
16.61399531364441,Baseline,48.82,4.0,1470.0,7000.0,42.0,P0,0.0,102.0,8192.0,7686.0,0.0
16.836978912353516,Baseline,48.46,4.0,1470.0,7000.0,42.0,P0,0.0,102.0,8192.0,7686.0,0.0
17.057136297225952,Baseline,48.78,4.0,1470.0,7000.0,42.0,P0,0.0,102.0,8192.0,7686.0,0.0
17.278842210769653,Baseline,48.9,0.0,1470.0,7000.0,42.0,P0,0.0,102.0,8192.0,7686.0,0.0
17.49879479408264,Baseline,49.22,0.0,1470.0,7000.0,42.0,P0,0.0,102.0,8192.0,7686.0,0.0
17.72983980178833,Baseline,48.72,0.0,1470.0,7000.0,42.0,P0,0.0,102.0,8192.0,7686.0,0.0
17.94926428794861,Baseline,33.33,0.0,480.0,405.0,41.0,P8,0.0,102.0,8192.0,7686.0,0.0
18.22199010848999,Strategy1,17.74,0.0,435.0,405.0,41.0,P8,0.0,102.0,8192.0,7686.0,0.0
18.491098642349243,Strategy1,21.52,0.0,405.0,405.0,41.0,P8,0.0,102.0,8192.0,7686.0,0.0
18.768808126449585,Strategy1,15.65,0.0,390.0,405.0,41.0,P8,0.0,102.0,8192.0,7686.0,0.0
19.03957200050354,Strategy1,15.15,0.0,390.0,405.0,41.0,P8,0.0,102.0,8192.0,7686.0,0.0
19.311155080795288,Strategy1,17.16,0.0,390.0,405.0,41.0,P8,0.0,102.0,8192.0,7686.0,0.0
19.58726406097412,Strategy1,16.47,0.0,390.0,405.0,41.0,P8,0.0,102.0,8192.0,7686.0,0.0
19.86090326309204,Strategy1,15.74,0.0,390.0,405.0,41.0,P8,0.0,102.0,8192.0,7686.0,0.0
20.133902072906494,Strategy1,15.02,0.0,390.0,405.0,41.0,P8,0.0,102.0,8192.0,7686.0,0.0
20.40441083908081,Strategy1,17.12,0.0,300.0,405.0,41.0,P8,0.0,102.0,8192.0,7686.0,0.0
20.6775324344635,Strategy1,15.8,0.0,300.0,405.0,41.0,P8,0.0,102.0,8192.0,7686.0,0.0
20.985310792922974,Strategy1,15.16,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
21.256089448928833,Strategy1,15.2,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
21.52930235862732,Strategy1,17.65,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
21.800105333328247,Strategy1,16.17,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
22.073307514190674,Strategy1,15.48,0.0,300.0,405.0,41.0,P8,0.0,102.0,8192.0,7686.0,0.0
22.37099599838257,Strategy1,15.35,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
22.645659923553467,Strategy1,15.29,0.0,300.0,405.0,41.0,P8,0.0,102.0,8192.0,7686.0,0.0
22.917651891708374,Strategy1,16.51,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
23.187569856643677,Strategy1,15.93,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
23.46062731742859,Strategy1,15.39,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
23.73157501220703,Strategy1,17.18,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
24.003553867340088,Strategy1,16.14,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
24.273240089416504,Strategy1,15.38,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
24.545461177825928,Strategy1,14.73,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
24.816078186035156,Strategy1,16.56,0.0,300.0,405.0,41.0,P8,0.0,102.0,8192.0,7686.0,0.0
25.100107669830322,Strategy1,16.2,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
25.38033175468445,Strategy1,15.61,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
25.70839500427246,Strategy1,16.47,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
25.978392601013184,Strategy1,15.76,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
26.248798847198486,Strategy1,15.26,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
26.52058434486389,Strategy1,16.94,0.0,300.0,405.0,41.0,P8,0.0,102.0,8192.0,7686.0,0.0
26.791303157806396,Strategy1,15.54,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
27.06194758415222,Strategy1,15.28,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
27.357136011123657,Strategy1,14.86,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
27.62929391860962,Strategy1,16.76,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
27.90109395980835,Strategy1,16.19,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
28.17185616493225,Strategy1,14.96,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
28.443875312805176,Strategy1,17.11,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
28.71444606781006,Strategy1,16.38,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
28.987143993377686,Strategy1,15.5,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
29.256873846054077,Strategy1,15.23,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
29.530224800109863,Strategy1,16.96,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
29.801791667938232,Strategy1,15.68,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
30.072585821151733,Strategy1,14.84,0.0,300.0,405.0,41.0,P8,0.0,102.0,8192.0,7686.0,0.0
30.344472646713257,Strategy1,16.81,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
30.614661693572998,Strategy1,16.14,0.0,300.0,405.0,41.0,P8,0.0,102.0,8192.0,7686.0,0.0
30.885360956192017,Strategy1,15.25,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
31.156318426132202,Strategy1,17.06,0.0,300.0,405.0,41.0,P8,0.0,102.0,8192.0,7686.0,0.0
31.428014039993286,Strategy1,16.36,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
31.711077451705933,Strategy1,16.18,0.0,300.0,405.0,40.0,P8,0.0,102.0,8192.0,7686.0,0.0
31.98029327392578,Strategy1,19.5,0.0,1470.0,7000.0,42.0,P2,0.0,259.0,8192.0,7530.0,0.0
32.279179096221924,Strategy1,65.88,1.0,1470.0,6801.0,43.0,P2,0.0,361.0,8192.0,7428.0,0.0
32.527838945388794,Strategy1,99.68,1.0,1950.0,6801.0,46.0,P2,0.0,361.0,8192.0,7428.0,0.0
32.75986647605896,Strategy1,117.01,1.0,1935.0,6801.0,47.0,P2,0.0,361.0,8192.0,7428.0,0.0
33.07897710800171,Strategy1,117.11,1.0,1935.0,6801.0,48.0,P2,54.0,361.0,8192.0,7428.0,54.0
33.31144165992737,Strategy1,117.5,96.0,1935.0,6801.0,48.0,P2,54.0,361.0,8192.0,7428.0,54.0
33.55305504798889,Strategy1,117.53,96.0,1935.0,6801.0,48.0,P2,54.0,361.0,8192.0,7428.0,54.0
33.78375768661499,Strategy1,118.07,96.0,1935.0,6801.0,48.0,P2,54.0,361.0,8192.0,7428.0,54.0
34.015764474868774,Strategy1,117.99,96.0,1935.0,6801.0,49.0,P2,54.0,361.0,8192.0,7428.0,54.0
34.24730944633484,Strategy1,118.36,100.0,1935.0,6801.0,49.0,P2,57.0,361.0,8192.0,7428.0,57.0
