timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz]
2025/03/20 03:10:31.926, 0 %, 0 %, 15.18 W, 43, 300 MHz, 405 MHz
