timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz]
2025/03/20 02:42:22.850, 0 %, 0 %, 14.96 W, 40, 300 MHz, 405 MHz
