timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz]
2025/03/20 02:41:25.863, 0 %, 0 %, 15.07 W, 40, 300 MHz, 405 MHz
